"scenario","country","year","cases","deaths","dalys","YLL"
"no-vaccination","SEN",2052,14016.72,5466.54,298415.18,0
"no-vaccination","SEN",2053,14372.28,5605.18,304782.33,0
"no-vaccination","SEN",2054,14718.72,5740.31,310902.58,0
"no-vaccination","SEN",2055,15057.36,5872.36,321638.12,0
"no-vaccination","SEN",2056,15388.44,6001.5,327425.84,0
"no-vaccination","SEN",2057,15711.36,6127.41,332996.01,0
"no-vaccination","SEN",2058,16025.52,6249.95,338325.18,0
"no-vaccination","SEN",2059,16331.76,6369.37,343427.2,0
"no-vaccination","SEN",2060,16629,6485.34,353560.45,0
"no-vaccination","SEN",2061,16919.04,6598.37,358319.76,0
"no-vaccination","SEN",2062,17204.16,6709.66,362941.59,0
"no-vaccination","SEN",2063,17482.8,6818.29,367387.3,0
"no-vaccination","SEN",2064,17756.04,6924.87,371663.95,0
"no-vaccination","SEN",2065,18019.92,7027.74,381416.33,0
"no-vaccination","SEN",2066,18278.04,7128.41,385394.16,0
"no-vaccination","SEN",2067,18531.36,7227.21,389237.73,0
"no-vaccination","SEN",2068,18777.72,7323.28,392902.8,0
"no-vaccination","SEN",2069,19016.16,7416.33,396356.2,0
"no-vaccination","SEN",2070,19245.6,7505.78,405561.55,0
"no-vaccination","SEN",2071,19466.52,7591.93,408657.12,0
"no-vaccination","SEN",2072,19681.92,7675.97,411596.19,0
"no-vaccination","SEN",2073,19889.28,7756.93,414362.97,0
"no-vaccination","SEN",2074,20089.68,7834.96,416945.5,0
"no-vaccination","SEN",2075,20283.36,7910.52,425579.71,0
"no-vaccination","SEN",2076,20466.48,7981.91,427803.17,0
"no-vaccination","SEN",2077,20640.48,8049.75,429815.65,0
"no-vaccination","SEN",2078,20806.56,8114.54,431655.1,0
"no-vaccination","SEN",2079,20966.76,8177.06,433351.69,0
"no-vaccination","SEN",2080,21118.08,8236.03,441094.2,0
"no-vaccination","SEN",2081,21261.48,8291.97,442452.15,0
"no-vaccination","SEN",2082,21396.12,8344.53,443622.58,0
"no-vaccination","SEN",2083,21522,8393.61,444578.86,0
"no-vaccination","SEN",2084,21637.8,8438.78,445329.2,0
"no-vaccination","SEN",2085,21744.96,8480.54,452057.56,0
"no-vaccination","SEN",2086,21844.8,8519.49,452468.3,0
"no-vaccination","SEN",2087,21937.32,8555.53,452737.99,0
"no-vaccination","SEN",2088,22023.48,8589.16,452897.2,0
"no-vaccination","SEN",2089,22105.56,8621.15,452969.45,0
"no-vaccination","SEN",2090,22182.36,8651.11,458805.37,0
"no-vaccination","SEN",2091,22249.68,8677.35,458574.77,0
"no-vaccination","SEN",2092,22312.44,8701.84,458281.88,0
"no-vaccination","SEN",2093,22374.12,8725.97,457965.71,0
"no-vaccination","SEN",2094,22432.32,8748.59,457601.63,0
"no-vaccination","SEN",2095,22485.24,8769.25,462756.07,0
"no-vaccination","SEN",2096,22534.44,8788.41,462225.67,0
"no-vaccination","SEN",2097,22581.96,8806.96,461665.7,0
"no-vaccination","SEN",2098,22626.12,8824.23,461053,0
"no-vaccination","SEN",2099,22669.44,8841.05,460441.62,0
"no-vaccination","SEN",2100,22716.84,8859.56,460613.1,0
"no-vaccination","SLE",2000,1024.44,399.48,16725.32,0
"no-vaccination","SLE",2001,1168.08,455.57,19093.41,0
"no-vaccination","SLE",2002,1335.72,520.94,21848.35,0
"no-vaccination","SLE",2003,1381.56,538.78,22610.27,0
"no-vaccination","SLE",2004,1172.4,457.25,19205.01,0
"no-vaccination","SLE",2005,1194.84,465.97,20304.37,0
"no-vaccination","SLE",2006,1302.96,508.12,22140.34,0
"no-vaccination","SLE",2007,1435.68,559.89,24392.63,0
"no-vaccination","SLE",2008,1378.68,537.69,23423.49,0
"no-vaccination","SLE",2009,1013.52,395.26,17228.34,0
"no-vaccination","SLE",2010,1020,397.81,18673.11,0
"no-vaccination","SLE",2011,1080.24,421.29,19774.72,0
"no-vaccination","SLE",2012,1093.56,426.51,20003.82,0
"no-vaccination","SLE",2013,1179.96,460.17,21558.04,0
"no-vaccination","SLE",2014,1291.68,503.74,23567.56,0
"no-vaccination","SLE",2015,1412.4,550.84,26690.61,0
"no-vaccination","SLE",2016,1543.2,601.87,29114.05,0
"no-vaccination","SLE",2017,1683.96,656.72,31706.76,0
"no-vaccination","SLE",2018,1836.24,716.12,34493.2,0
"no-vaccination","SLE",2019,1996.92,778.81,37430.07,0
"no-vaccination","SLE",2020,2169.96,846.28,41231.85,0
"no-vaccination","SLE",2021,2353.32,917.78,44601.27,0
"no-vaccination","SLE",2022,2544.6,992.44,48102.75,0
"no-vaccination","SLE",2023,2740.92,1068.99,51658.1,0
"no-vaccination","SLE",2024,2939.28,1146.32,55212.94,0
"no-vaccination","SLE",2025,3136.92,1223.35,60476.01,0
"no-vaccination","SLE",2026,3333.96,1300.24,64059.79,0
"no-vaccination","SLE",2027,3528.96,1376.31,67567.09,0
"no-vaccination","SLE",2028,3719.4,1450.6,70962.55,0
"no-vaccination","SLE",2029,3904.2,1522.67,74225.54,0
"no-vaccination","SLE",2030,4082.04,1591.98,77943.97,0
"no-vaccination","SLE",2031,4250.88,1657.85,80859.02,0
"no-vaccination","SLE",2032,4408.92,1719.49,83549.41,0
"no-vaccination","SLE",2033,4556.52,1777.07,86018.28,0
"no-vaccination","SLE",2034,4693.56,1830.49,88265.14,0
"no-vaccination","SLE",2035,4819.92,1879.78,90975.62,0
"no-vaccination","SLE",2036,4934.76,1924.56,92761.65,0
"no-vaccination","SLE",2037,5038.2,1964.94,94320.33,0
"no-vaccination","SLE",2038,5131.92,2001.5,95679.6,0
"no-vaccination","SLE",2039,5216.76,2034.56,96852.61,0
"no-vaccination","SLE",2040,5294.52,2064.89,98595.46,0
"no-vaccination","SLE",2041,5364.36,2092.13,99475.63,0
"no-vaccination","SLE",2042,5429.88,2117.65,100245.43,0
"no-vaccination","SLE",2043,5488.2,2140.45,100892.62,0
"no-vaccination","SLE",2044,5544,2162.16,101472.27,0
"no-vaccination","SLE",2045,5596.68,2182.67,102695.79,0
"no-vaccination","SLE",2046,5646.96,2202.28,103159.37,0
"no-vaccination","SLE",2047,5694.12,2220.71,103565.9,0
"no-vaccination","SLE",2048,5739.12,2238.24,103911.54,0
"no-vaccination","SLE",2049,5780.16,2254.27,104194.41,0
"no-vaccination","SLE",2050,5819.88,2269.77,105146.15,0
"no-vaccination","SLE",2051,5856.96,2284.19,105350.36,0
"no-vaccination","SLE",2052,5893.8,2298.6,105542.49,0
"no-vaccination","SLE",2053,5928.72,2312.2,105690.81,0
"no-vaccination","SLE",2054,5962.92,2325.53,105826.32,0
"no-vaccination","SLE",2055,5995.2,2338.13,106638.14,0
"no-vaccination","SLE",2056,6027,2350.51,106730.37,0
"no-vaccination","SLE",2057,6057.72,2362.52,106795.74,0
"no-vaccination","SLE",2058,6085.56,2373.4,106818.42,0
"no-vaccination","SLE",2059,6111.84,2383.6,106804,0
"no-vaccination","SLE",2060,6135.24,2392.78,107464.66,0
"no-vaccination","SLE",2061,6158.16,2401.73,107383.99,0
"no-vaccination","SLE",2062,6178.32,2409.55,107261.49,0
"no-vaccination","SLE",2063,6195.84,2416.35,107092.12,0
"no-vaccination","SLE",2064,6212.4,2422.86,106909.96,0
"no-vaccination","SLE",2065,6226.44,2428.3,107373.89,0
"no-vaccination","SLE",2066,6239.4,2433.42,107141.62,0
"no-vaccination","SLE",2067,6252.36,2438.42,106911.11,0
"no-vaccination","SLE",2068,6264.6,2443.2,106681.4,0
"no-vaccination","SLE",2069,6276.84,2447.92,106454.83,0
"no-vaccination","SLE",2070,6287.04,2451.94,106896.92,0
"no-vaccination","SLE",2071,6296.28,2455.57,106627.98,0
"no-vaccination","SLE",2072,6303.48,2458.33,106342.1,0
"no-vaccination","SLE",2073,6310.68,2461.16,106055.85,0
"no-vaccination","SLE",2074,6316.08,2463.3,105749.92,0
"no-vaccination","SLE",2075,6320.52,2465.08,106147.32,0
"no-vaccination","SLE",2076,6323.52,2466.14,105810.7,0
"no-vaccination","SLE",2077,6323.76,2466.23,105439.25,0
"no-vaccination","SLE",2078,6322.32,2465.71,105044.02,0
"no-vaccination","SLE",2079,6320.04,2464.83,104652.65,0
"no-vaccination","SLE",2080,6317.04,2463.62,104968.37,0
"no-vaccination","SLE",2081,6313.32,2462.22,104557.04,0
"no-vaccination","SLE",2082,6306.72,2459.6,104123.29,0
"no-vaccination","SLE",2083,6300.24,2457.08,103684.25,0
"no-vaccination","SLE",2084,6292.68,2454.14,103248.29,0
"no-vaccination","SLE",2085,6285.12,2451.25,103555.66,0
"no-vaccination","SLE",2086,6276.36,2447.74,103110.25,0
"no-vaccination","SLE",2087,6265.8,2443.63,102646.75,0
"no-vaccination","SLE",2088,6255,2439.47,102180.33,0
"no-vaccination","SLE",2089,6243.84,2435.12,101719.01,0
"no-vaccination","SLE",2090,6231.6,2430.3,102042.3,0
"no-vaccination","SLE",2091,6218.16,2425.04,101561,0
"no-vaccination","SLE",2092,6204.6,2419.81,101076.87,0
"no-vaccination","SLE",2093,6189.84,2414.08,100579.42,0
"no-vaccination","SLE",2094,6174,2407.9,100074.83,0
"no-vaccination","SLE",2095,6158.76,2401.94,100345.97,0
"no-vaccination","SLE",2096,6143.4,2395.95,99854.03,0
"no-vaccination","SLE",2097,6127.32,2389.63,99367.91,0
"no-vaccination","SLE",2098,6111.48,2383.47,98880.74,0
"no-vaccination","SLE",2099,6095.28,2377.16,98390.84,0
"no-vaccination","SLE",2100,6087.12,2373.96,98135.94,0
"no-vaccination","SOM",2000,745.44,290.75,13111.92,0
"no-vaccination","SOM",2001,774.12,301.92,13628.54,0
"no-vaccination","SOM",2002,803.4,313.31,14150.91,0
"no-vaccination","SOM",2003,833.28,325.01,14689.12,0
"no-vaccination","SOM",2004,863.16,336.65,15219.14,0
"no-vaccination","SOM",2005,892.08,347.9,15731.95,0
"no-vaccination","SOM",2006,919.92,358.79,16227.79,0
"no-vaccination","SOM",2007,948.24,369.81,16733.43,0
"no-vaccination","SOM",2008,974.52,380.06,17200.7,0
"no-vaccination","SOM",2009,999.6,389.86,17639.71,0
"no-vaccination","SOM",2010,1021.32,398.3,17933.03,0
"no-vaccination","SOM",2011,1038.84,405.16,18242.48,0
"no-vaccination","SOM",2012,1063.32,414.69,18665.76,0
"no-vaccination","SOM",2013,1098.6,428.45,19294.37,0
"no-vaccination","SOM",2014,1137.6,443.67,19974.61,0
"no-vaccination","SOM",2015,1177.92,459.4,21703.25,0
"no-vaccination","SOM",2016,1224.72,477.62,22553.12,0
"no-vaccination","SOM",2017,1271.16,495.72,23415.87,0
"no-vaccination","SOM",2018,1318.8,514.34,24278.54,0
"no-vaccination","SOM",2019,1366.56,532.97,25154.59,0
"no-vaccination","SOM",2020,1413.12,551.13,25769.38,0
"no-vaccination","SOM",2021,1458.24,568.67,26589.8,0
"no-vaccination","SOM",2022,1504.2,586.68,27421.42,0
"no-vaccination","SOM",2023,1550.64,604.73,28253.32,0
"no-vaccination","SOM",2024,1598.4,623.41,29098.88,0
"no-vaccination","SOM",2025,1647.12,642.34,31412.09,0
"no-vaccination","SOM",2026,1695.96,661.4,32309.56,0
"no-vaccination","SOM",2027,1746,680.92,33214.28,0
"no-vaccination","SOM",2028,1797.84,701.14,34147.94,0
"no-vaccination","SOM",2029,1850.52,721.7,35093.95,0
"no-vaccination","SOM",2030,1902.72,742.1,36388.49,0
"no-vaccination","SOM",2031,1956.72,763.15,37359.69,0
"no-vaccination","SOM",2032,2010.72,784.17,38321.98,0
"no-vaccination","SOM",2033,2066.16,805.83,39310.48,0
"no-vaccination","SOM",2034,2122.2,827.66,40289.34,0
"no-vaccination","SOM",2035,2178.24,849.51,41679.95,0
"no-vaccination","SOM",2036,2235.72,871.94,42689.92,0
"no-vaccination","SOM",2037,2292.84,894.2,43686.06,0
"no-vaccination","SOM",2038,2350.8,916.82,44684.16,0
"no-vaccination","SOM",2039,2409.48,939.71,45689.97,0
"no-vaccination","SOM",2040,2468.52,962.72,47126.05,0
"no-vaccination","SOM",2041,2527.56,985.71,48137.91,0
"no-vaccination","SOM",2042,2587.32,1009.04,49148.8,0
"no-vaccination","SOM",2043,2647.2,1032.45,50145.65,0
"no-vaccination","SOM",2044,2707.68,1055.96,51148.86,0
"no-vaccination","SOM",2045,2768.28,1079.63,52612.02,0
"no-vaccination","SOM",2046,2829.72,1103.6,53616.98,0
"no-vaccination","SOM",2047,2890.44,1127.23,54607.65,0
"no-vaccination","SOM",2048,2951.4,1151.05,55585.68,0
"no-vaccination","SOM",2049,3011.52,1174.52,56537.84,0
"no-vaccination","SOM",2050,3072.48,1198.27,57970.95,0
"no-vaccination","SOM",2051,3132.72,1221.75,58910.8,0
"no-vaccination","SOM",2052,3192.84,1245.19,59843.18,0
"no-vaccination","SOM",2053,3254.4,1269.21,60778.26,0
"no-vaccination","SOM",2054,3314.88,1292.81,61686.6,0
"no-vaccination","SOM",2055,3375.48,1316.42,63081.24,0
"no-vaccination","SOM",2056,3435.48,1339.84,63962.27,0
"no-vaccination","SOM",2057,3494.76,1362.94,64828.65,0
"no-vaccination","SOM",2058,3553.68,1385.92,65673.95,0
"no-vaccination","SOM",2059,3611.88,1408.63,66494.11,0
"no-vaccination","SOM",2060,3670.8,1431.62,67825.09,0
"no-vaccination","SOM",2061,3728.52,1454.08,68620.99,0
"no-vaccination","SOM",2062,3785.52,1476.37,69388.39,0
"no-vaccination","SOM",2063,3843,1498.74,70161.31,0
"no-vaccination","SOM",2064,3898.8,1520.51,70892.79,0
"no-vaccination","SOM",2065,3955.32,1542.62,72163.56,0
"no-vaccination","SOM",2066,4010.52,1564.12,72872.51,0
"no-vaccination","SOM",2067,4064.4,1585.14,73547.2,0
"no-vaccination","SOM",2068,4118.16,1606.11,74212.62,0
"no-vaccination","SOM",2069,4171.8,1627.01,74857.96,0
"no-vaccination","SOM",2070,4224.48,1647.58,76040.47,0
"no-vaccination","SOM",2071,4276.68,1667.92,76653.98,0
"no-vaccination","SOM",2072,4327.68,1687.81,77245.13,0
"no-vaccination","SOM",2073,4377.48,1707.23,77808.46,0
"no-vaccination","SOM",2074,4428,1726.87,78378.11,0
"no-vaccination","SOM",2075,4476.72,1745.9,79466.07,0
"no-vaccination","SOM",2076,4525.08,1764.79,79985.42,0
"no-vaccination","SOM",2077,4571.16,1782.79,80463.78,0
"no-vaccination","SOM",2078,4617.72,1800.93,80937.31,0
"no-vaccination","SOM",2079,4662.72,1818.49,81386.56,0
"no-vaccination","SOM",2080,4707,1835.67,82397.93,0
"no-vaccination","SOM",2081,4750.32,1852.61,82812.67,0
"no-vaccination","SOM",2082,4792.32,1868.94,83199.18,0
"no-vaccination","SOM",2083,4834.2,1885.37,83579.73,0
"no-vaccination","SOM",2084,4874.16,1900.94,83936.88,0
"no-vaccination","SOM",2085,4914,1916.47,84882.82,0
"no-vaccination","SOM",2086,4952.16,1931.34,85193.06,0
"no-vaccination","SOM",2087,4989.12,1945.72,85494.07,0
"no-vaccination","SOM",2088,5026.44,1960.29,85782.75,0
"no-vaccination","SOM",2089,5062.08,1974.21,86050.19,0
"no-vaccination","SOM",2090,5095.92,1987.43,86948.76,0
"no-vaccination","SOM",2091,5128.68,2000.18,87171.86,0
"no-vaccination","SOM",2092,5161.08,2012.8,87387.42,0
"no-vaccination","SOM",2093,5191.08,2024.54,87557.03,0
"no-vaccination","SOM",2094,5220.72,2036.06,87719.36,0
"no-vaccination","SOM",2095,5249.16,2047.18,88568.12,0
"no-vaccination","SOM",2096,5276.4,2057.75,88700.05,0
"no-vaccination","SOM",2097,5302.44,2067.93,88805.73,0
"no-vaccination","SOM",2098,5327.4,2077.69,88899.24,0
"no-vaccination","SOM",2099,5351.52,2087.07,88996.76,0
"no-vaccination","SOM",2100,5367.12,2093.18,89081.09,0
"no-vaccination","SSD",2000,1465.68,571.61,23840.64,0
"no-vaccination","SSD",2001,1532.16,597.53,24908.5,0
"no-vaccination","SSD",2002,1601.16,624.46,26018,0
"no-vaccination","SSD",2003,1672.8,652.39,27159.16,0
"no-vaccination","SSD",2004,1747.8,681.68,28328.03,0
"no-vaccination","SSD",2005,1823.76,711.3,31584.53,0
"no-vaccination","SSD",2006,1903.08,742.23,32873.15,0
"no-vaccination","SSD",2007,1987.2,775.03,34230.43,0
"no-vaccination","SSD",2008,2074.56,809.1,35638.86,0
"no-vaccination","SSD",2009,2165.88,844.71,37103.08,0
"no-vaccination","SSD",2010,2270.16,885.37,39994.16,0
"no-vaccination","SSD",2011,2379.6,928.04,41811.22,0
"no-vaccination","SSD",2012,2482.08,968.05,43532.9,0
"no-vaccination","SSD",2013,2562.36,999.25,44936.69,0
"no-vaccination","SSD",2014,2598.84,1013.52,45641.35,0
"no-vaccination","SSD",2015,2604.12,1015.6,45994.81,0
"no-vaccination","SSD",2016,2573.64,1003.7,45599.28,0
"no-vaccination","SSD",2017,2508.36,978.26,44595.03,0
"no-vaccination","SSD",2018,2458.8,958.91,43722.89,0
"no-vaccination","SSD",2019,2451.48,956.1,43483.42,0
"no-vaccination","SSD",2020,2468.04,962.56,43405.39,0
"no-vaccination","SSD",2021,2490.6,971.33,43654.43,0
"no-vaccination","SSD",2022,2516.04,981.26,43966.83,0
"no-vaccination","SSD",2023,2544.84,992.46,44325.47,0
"no-vaccination","SSD",2024,2576.4,1004.83,44719.85,0
"no-vaccination","SSD",2025,2609.76,1017.83,46378.68,0
"no-vaccination","SSD",2026,2645.04,1031.55,46852.92,0
"no-vaccination","SSD",2027,2682.72,1046.26,47374.66,0
"no-vaccination","SSD",2028,2722.92,1061.91,47942.48,0
"no-vaccination","SSD",2029,2766.12,1078.77,48564.38,0
"no-vaccination","SSD",2030,2811,1096.24,49855.07,0
"no-vaccination","SSD",2031,2858.64,1114.83,50575.52,0
"no-vaccination","SSD",2032,2908.08,1134.1,51327.24,0
"no-vaccination","SSD",2033,2958.84,1153.95,52102.75,0
"no-vaccination","SSD",2034,3010.08,1173.95,52877.47,0
"no-vaccination","SSD",2035,3061.8,1194.11,54346.52,0
"no-vaccination","SSD",2036,3112.56,1213.92,55113.96,0
"no-vaccination","SSD",2037,3161.4,1232.96,55840.21,0
"no-vaccination","SSD",2038,3209.76,1251.81,56548.69,0
"no-vaccination","SSD",2039,3256.44,1270.05,57216,0
"no-vaccination","SSD",2040,3301.8,1287.71,58545.89,0
"no-vaccination","SSD",2041,3346.32,1305.09,59152.04,0
"no-vaccination","SSD",2042,3389.28,1321.81,59731.51,0
"no-vaccination","SSD",2043,3430.44,1337.86,60268.49,0
"no-vaccination","SSD",2044,3471.48,1353.9,60779.22,0
"no-vaccination","SSD",2045,3509.16,1368.56,61929.08,0
"no-vaccination","SSD",2046,3546.12,1383,62355.67,0
"no-vaccination","SSD",2047,3581.52,1396.81,62753.74,0
"no-vaccination","SSD",2048,3616.44,1410.42,63130.26,0
"no-vaccination","SSD",2049,3649.8,1423.41,63463.62,0
"no-vaccination","SSD",2050,3681.48,1435.76,64427.44,0
"no-vaccination","SSD",2051,3713.76,1448.38,64728.01,0
"no-vaccination","SSD",2052,3744,1460.15,64987.83,0
"no-vaccination","SSD",2053,3773.52,1471.68,65235.42,0
"no-vaccination","SSD",2054,3802.32,1482.92,65457.74,0
"no-vaccination","SSD",2055,3830.28,1493.74,66301.27,0
"no-vaccination","SSD",2056,3857.52,1504.44,66491.1,0
"no-vaccination","SSD",2057,3885.12,1515.19,66679.31,0
"no-vaccination","SSD",2058,3912,1525.73,66849.25,0
"no-vaccination","SSD",2059,3938.4,1536.01,67011.8,0
"no-vaccination","SSD",2060,3963.96,1545.92,67785.82,0
"no-vaccination","SSD",2061,3990.6,1556.32,67941.41,0
"no-vaccination","SSD",2062,4015.92,1566.25,68088.41,0
"no-vaccination","SSD",2063,4040.88,1575.95,68219.2,0
"no-vaccination","SSD",2064,4066.08,1585.75,68347.66,0
"no-vaccination","SSD",2065,4090.08,1595.18,69093.19,0
"no-vaccination","SSD",2066,4113.6,1604.29,69197.62,0
"no-vaccination","SSD",2067,4136.4,1613.22,69280.18,0
"no-vaccination","SSD",2068,4158.96,1621.98,69364.07,0
"no-vaccination","SSD",2069,4180.68,1630.48,69432.1,0
"no-vaccination","SSD",2070,4200.6,1638.25,70085.06,0
"no-vaccination","SSD",2071,4220.4,1645.95,70114.8,0
"no-vaccination","SSD",2072,4237.8,1652.74,70106.19,0
"no-vaccination","SSD",2073,4254,1659.1,70076.62,0
"no-vaccination","SSD",2074,4268.88,1664.88,70039.45,0
"no-vaccination","SSD",2075,4284.48,1670.97,70599.91,0
"no-vaccination","SSD",2076,4297.56,1676.01,70533.97,0
"no-vaccination","SSD",2077,4310.04,1680.91,70463.32,0
"no-vaccination","SSD",2078,4322.28,1685.67,70393.44,0
"no-vaccination","SSD",2079,4332.72,1689.76,70303.05,0
"no-vaccination","SSD",2080,4343.64,1694.04,70805.22,0
"no-vaccination","SSD",2081,4352.88,1697.67,70704.51,0
"no-vaccination","SSD",2082,4361.64,1701.08,70607.57,0
"no-vaccination","SSD",2083,4370.52,1704.51,70524.98,0
"no-vaccination","SSD",2084,4378.08,1707.46,70419.82,0
"no-vaccination","SSD",2085,4385.16,1710.23,70936.62,0
"no-vaccination","SSD",2086,4391.88,1712.77,70836.26,0
"no-vaccination","SSD",2087,4397.88,1715.13,70732.06,0
"no-vaccination","SSD",2088,4403.16,1717.2,70628.56,0
"no-vaccination","SSD",2089,4408.32,1719.25,70524.65,0
"no-vaccination","SSD",2090,4412.64,1720.91,70995.89,0
"no-vaccination","SSD",2091,4416.96,1722.65,70885.13,0
"no-vaccination","SSD",2092,4420.8,1724.14,70764.96,0
"no-vaccination","SSD",2093,4423.8,1725.3,70649.35,0
"no-vaccination","SSD",2094,4427.04,1726.47,70521.5,0
"no-vaccination","SSD",2095,4428.84,1727.23,71002.61,0
"no-vaccination","SSD",2096,4430.76,1727.93,70864.24,0
"no-vaccination","SSD",2097,4432.8,1728.78,70724.58,0
"no-vaccination","SSD",2098,4433.52,1729.11,70565.9,0
"no-vaccination","SSD",2099,4434.12,1729.26,70409.53,0
"no-vaccination","SSD",2100,4435.44,1729.87,70342.99,0
"no-vaccination","TCD",2000,1289.28,502.81,21706.21,0
"no-vaccination","TCD",2001,1333.32,519.96,22471.87,0
"no-vaccination","TCD",2002,1382.52,539.16,23306.89,0
"no-vaccination","TCD",2003,1439.52,561.42,24256.08,0
"no-vaccination","TCD",2004,1501.2,585.46,25281.79,0
"no-vaccination","TCD",2005,1561.92,609.18,26313.94,0
"no-vaccination","TCD",2006,1618.68,631.26,27284.76,0
"no-vaccination","TCD",2007,1675.44,653.4,28252.34,0
"no-vaccination","TCD",2008,1734.48,676.46,29259.18,0
"no-vaccination","TCD",2009,1796.16,700.48,30303.31,0
"no-vaccination","TCD",2010,1859.28,725.1,31597.47,0
"no-vaccination","TCD",2011,1925.88,751.09,32733.11,0
"no-vaccination","TCD",2012,1994.88,778,33898.24,0
"no-vaccination","TCD",2013,1847.52,720.54,31397.08,0
"no-vaccination","TCD",2014,1507.44,587.89,25634.91,0
"no-vaccination","TCD",2015,1546.08,602.97,26890.48,0
"no-vaccination","TCD",2016,1620.96,632.15,28191.49,0
"no-vaccination","TCD",2017,1700.16,663.07,29560.68,0
"no-vaccination","TCD",2018,1782.6,695.2,30981.17,0
"no-vaccination","TCD",2019,1866.12,727.78,32420.64,0
"no-vaccination","TCD",2020,1950.48,760.69,33831.72,0
"no-vaccination","TCD",2021,2037.72,794.7,35339.46,0
"no-vaccination","TCD",2022,2127.84,829.86,36890.72,0
"no-vaccination","TCD",2023,2218.92,865.39,38454.23,0
"no-vaccination","TCD",2024,2311.2,901.37,40030.8,0
"no-vaccination","TCD",2025,2406.48,938.54,42932.34,0
"no-vaccination","TCD",2026,2502.48,975.99,44597.14,0
"no-vaccination","TCD",2027,2599.92,1014.02,46277.16,0
"no-vaccination","TCD",2028,2698.8,1052.51,47975.51,0
"no-vaccination","TCD",2029,2798.76,1091.49,49678.33,0
"no-vaccination","TCD",2030,2900.64,1131.25,51931.63,0
"no-vaccination","TCD",2031,3003.96,1171.57,53696.87,0
"no-vaccination","TCD",2032,3109.56,1212.75,55481.18,0
"no-vaccination","TCD",2033,3214.44,1253.63,57255.85,0
"no-vaccination","TCD",2034,3321.48,1295.36,59051.73,0
"no-vaccination","TCD",2035,3429.6,1337.56,61465.66,0
"no-vaccination","TCD",2036,3539.52,1380.42,63304.55,0
"no-vaccination","TCD",2037,3649.44,1423.29,65141.66,0
"no-vaccination","TCD",2038,3760.92,1466.76,66992.39,0
"no-vaccination","TCD",2039,3872.88,1510.46,68835.76,0
"no-vaccination","TCD",2040,3986.04,1554.55,71381.25,0
"no-vaccination","TCD",2041,4099.08,1598.68,73239.1,0
"no-vaccination","TCD",2042,4212.12,1642.74,75079.41,0
"no-vaccination","TCD",2043,4325.4,1686.93,76905.76,0
"no-vaccination","TCD",2044,4438.56,1731.02,78712.23,0
"no-vaccination","TCD",2045,4552.2,1775.33,81320.39,0
"no-vaccination","TCD",2046,4665.72,1819.62,83119.92,0
"no-vaccination","TCD",2047,4778.4,1863.58,84895.8,0
"no-vaccination","TCD",2048,4891.2,1907.59,86648.95,0
"no-vaccination","TCD",2049,5003.28,1951.29,88370.55,0
"no-vaccination","TCD",2050,5115.72,1995.11,90957.82,0
"no-vaccination","TCD",2051,5227.32,2038.63,92652.06,0
"no-vaccination","TCD",2052,5338.2,2081.87,94322.94,0
"no-vaccination","TCD",2053,5449.56,2125.36,95980.69,0
"no-vaccination","TCD",2054,5559.72,2168.29,97608.52,0
"no-vaccination","TCD",2055,5669.4,2211.04,100175.78,0
"no-vaccination","TCD",2056,5778,2253.42,101750.64,0
"no-vaccination","TCD",2057,5885.64,2295.42,103287.19,0
"no-vaccination","TCD",2058,5992.2,2336.93,104785.95,0
"no-vaccination","TCD",2059,6096.84,2377.77,106225.48,0
"no-vaccination","TCD",2060,6201,2418.39,108669.76,0
"no-vaccination","TCD",2061,6304.32,2458.69,110072.01,0
"no-vaccination","TCD",2062,6406.92,2498.67,111442.45,0
"no-vaccination","TCD",2063,6507.84,2538.07,112770.92,0
"no-vaccination","TCD",2064,6606.48,2576.52,114050.19,0
"no-vaccination","TCD",2065,6705.12,2615.02,116346.78,0
"no-vaccination","TCD",2066,6802.44,2652.99,117583.9,0
"no-vaccination","TCD",2067,6898.92,2690.58,118796.18,0
"no-vaccination","TCD",2068,6994.8,2727.97,119980.63,0
"no-vaccination","TCD",2069,7087.44,2764.12,121099.28,0
"no-vaccination","TCD",2070,7179.72,2800.09,123298.35,0
"no-vaccination","TCD",2071,7270.08,2835.32,124354.64,0
"no-vaccination","TCD",2072,7359.24,2870.09,125372.33,0
"no-vaccination","TCD",2073,7445.16,2903.62,126339.83,0
"no-vaccination","TCD",2074,7529.76,2936.62,127272.94,0
"no-vaccination","TCD",2075,7613.52,2969.24,129241.87,0
"no-vaccination","TCD",2076,7694.64,3000.89,130100.02,0
"no-vaccination","TCD",2077,7773.24,3031.55,130905.96,0
"no-vaccination","TCD",2078,7850.64,3061.73,131686.65,0
"no-vaccination","TCD",2079,7926.36,3091.26,132422.91,0
"no-vaccination","TCD",2080,7998.84,3119.57,134182.59,0
"no-vaccination","TCD",2081,8070.96,3147.69,134857.6,0
"no-vaccination","TCD",2082,8140.44,3174.76,135484.59,0
"no-vaccination","TCD",2083,8207.52,3200.9,136067.69,0
"no-vaccination","TCD",2084,8272.68,3226.34,136616.7,0
"no-vaccination","TCD",2085,8335.08,3250.68,138172.86,0
"no-vaccination","TCD",2086,8395.92,3274.45,138644.05,0
"no-vaccination","TCD",2087,8454,3297.06,139079.83,0
"no-vaccination","TCD",2088,8510.28,3319.05,139470.7,0
"no-vaccination","TCD",2089,8562.84,3339.44,139797.06,0
