"scenario","country","year","cases","deaths","dalys","YLL"
"routine-ia2030","ECU",2029,283.44,110.57,5082.02,0
"routine-ia2030","ECU",2030,281.88,109.92,5074.5,0
"routine-ia2030","ECU",2031,280.08,109.23,4984.82,0
"routine-ia2030","ECU",2032,277.44,108.24,4893.65,0
"routine-ia2030","ECU",2033,275.76,107.59,4813.45,0
"routine-ia2030","ECU",2034,272.4,106.28,4706.23,0
"routine-ia2030","ECU",2035,270.6,105.55,4691.05,0
"routine-ia2030","ECU",2036,268.68,104.8,4610.58,0
"routine-ia2030","ECU",2037,266.04,103.79,4518.24,0
"routine-ia2030","ECU",2038,264,102.96,4441.39,0
"routine-ia2030","ECU",2039,261.48,101.98,4358.01,0
"routine-ia2030","ECU",2040,259.44,101.18,4345.19,0
"routine-ia2030","ECU",2041,257.88,100.59,4274.35,0
"routine-ia2030","ECU",2042,255.48,99.65,4199.59,0
"routine-ia2030","ECU",2043,253.2,98.76,4123.92,0
"routine-ia2030","ECU",2044,251.4,98.07,4043.88,0
"routine-ia2030","ECU",2045,248.88,97.08,4030.74,0
"routine-ia2030","ECU",2046,246.72,96.24,3959.8,0
"routine-ia2030","ECU",2047,244.44,95.36,3889.26,0
"routine-ia2030","ECU",2048,242.52,94.62,3822.46,0
"routine-ia2030","ECU",2049,239.04,93.24,3737.84,0
"routine-ia2030","ECU",2050,237.96,92.83,3738.24,0
"routine-ia2030","ECU",2051,235.8,91.98,3674.25,0
"routine-ia2030","ECU",2052,233.28,91.04,3604.8,0
"routine-ia2030","ECU",2053,231.12,90.2,3544.03,0
"routine-ia2030","ECU",2054,228.72,89.26,3476.68,0
"routine-ia2030","ECU",2055,226.68,88.44,3457.74,0
"routine-ia2030","ECU",2056,224.16,87.43,3397.97,0
"routine-ia2030","ECU",2057,221.64,86.47,3334.96,0
"routine-ia2030","ECU",2058,219.24,85.5,3277.31,0
"routine-ia2030","ECU",2059,216.96,84.64,3220.09,0
"routine-ia2030","ECU",2060,214.68,83.76,3202.47,0
"routine-ia2030","ECU",2061,211.92,82.67,3143.26,0
"routine-ia2030","ECU",2062,209.76,81.81,3088.93,0
"routine-ia2030","ECU",2063,206.4,80.48,3021.65,0
"routine-ia2030","ECU",2064,204.12,79.58,2969.68,0
"routine-ia2030","ECU",2065,201.72,78.63,2955.78,0
"routine-ia2030","ECU",2066,199.08,77.57,2901.93,0
"routine-ia2030","ECU",2067,196.68,76.65,2852.59,0
"routine-ia2030","ECU",2068,193.92,75.6,2796.16,0
"routine-ia2030","ECU",2069,191.04,74.45,2740.36,0
"routine-ia2030","ECU",2070,188.16,73.31,2720.72,0
"routine-ia2030","ECU",2071,185.64,72.34,2677.03,0
"routine-ia2030","ECU",2072,182.64,71.17,2622.54,0
"routine-ia2030","ECU",2073,180.6,70.38,2584.47,0
"routine-ia2030","ECU",2074,177.48,69.19,2538.74,0
"routine-ia2030","ECU",2075,174.72,68.09,2522.5,0
"routine-ia2030","ECU",2076,171.96,67.01,2474.57,0
"routine-ia2030","ECU",2077,168.96,65.86,2425.72,0
"routine-ia2030","ECU",2078,166.44,64.89,2381.82,0
"routine-ia2030","ECU",2079,163.44,63.75,2338.07,0
"routine-ia2030","ECU",2080,160.44,62.58,2320.86,0
"routine-ia2030","ECU",2081,157.44,61.37,2280.01,0
"routine-ia2030","ECU",2082,155.28,60.52,2246.5,0
"routine-ia2030","ECU",2083,151.92,59.2,2205.09,0
"routine-ia2030","ECU",2084,149.52,58.28,2172.71,0
"routine-ia2030","ECU",2085,147.24,57.4,2161.03,0
"routine-ia2030","ECU",2086,144.48,56.34,2120.2,0
"routine-ia2030","ECU",2087,141.84,55.29,2084.72,0
"routine-ia2030","ECU",2088,138.96,54.14,2050.1,0
"routine-ia2030","ECU",2089,136.44,53.16,2018.66,0
"routine-ia2030","ECU",2090,133.8,52.1,2006.04,0
"routine-ia2030","ECU",2091,131.88,51.36,1981.43,0
"routine-ia2030","ECU",2092,129.24,50.34,1949.86,0
"routine-ia2030","ECU",2093,127.2,49.52,1924.21,0
"routine-ia2030","ECU",2094,124.92,48.61,1899.09,0
"routine-ia2030","ECU",2095,122.4,47.63,1893.82,0
"routine-ia2030","ECU",2096,120.48,46.9,1863.85,0
"routine-ia2030","ECU",2097,118.44,46.13,1834.11,0
"routine-ia2030","ECU",2098,116.16,45.2,1807.73,0
"routine-ia2030","ECU",2099,114.72,44.64,1784.11,0
"routine-ia2030","ECU",2100,113.04,43.96,1765.89,0
"routine-ia2030","ERI",2000,85.44,33.35,1531.21,0
"routine-ia2030","ERI",2001,88.32,34.46,1578.06,0
"routine-ia2030","ERI",2002,91.32,35.63,1627.75,0
"routine-ia2030","ERI",2003,95.04,37.08,1689.62,0
"routine-ia2030","ERI",2004,98.52,38.44,1749.18,0
"routine-ia2030","ERI",2005,101.16,39.45,1899.31,0
"routine-ia2030","ERI",2006,102.6,40.02,1930.73,0
"routine-ia2030","ERI",2007,105,40.95,1975.24,0
"routine-ia2030","ERI",2008,107.88,42.05,2026.86,0
"routine-ia2030","ERI",2009,110.64,43.13,2074.36,0
"routine-ia2030","ERI",2010,112.92,44.02,2201.7,0
"routine-ia2030","ERI",2011,115.08,44.86,2241.13,0
"routine-ia2030","ERI",2012,116.28,45.32,2262.4,0
"routine-ia2030","ERI",2013,117.96,45.98,2289.02,0
"routine-ia2030","ERI",2014,119.16,46.45,2311.44,0
"routine-ia2030","ERI",2015,119.16,46.44,2376.5,0
"routine-ia2030","ERI",2016,120.84,47.09,2405.62,0
"routine-ia2030","ERI",2017,122.16,47.6,2428.86,0
"routine-ia2030","ERI",2018,123.6,48.16,2453.54,0
"routine-ia2030","ERI",2019,125.76,49.01,2488.3,0
"routine-ia2030","ERI",2020,128.04,49.91,2548.41,0
"routine-ia2030","ERI",2021,129.96,50.67,2575.71,0
"routine-ia2030","ERI",2022,132.48,51.64,2617.63,0
"routine-ia2030","ERI",2023,135.24,52.72,2667.26,0
"routine-ia2030","ERI",2024,137.4,53.58,2702.41,0
"routine-ia2030","ERI",2025,140.4,54.75,2818.89,0
"routine-ia2030","ERI",2026,143.28,55.9,2869.19,0
"routine-ia2030","ERI",2027,145.08,56.59,2898.85,0
"routine-ia2030","ERI",2028,144.6,56.35,2870.23,0
"routine-ia2030","ERI",2029,143.16,55.79,2819.16,0
"routine-ia2030","ERI",2030,140.04,54.57,2774.83,0
"routine-ia2030","ERI",2031,136.44,53.21,2681.97,0
"routine-ia2030","ERI",2032,133.2,51.96,2596.67,0
"routine-ia2030","ERI",2033,129.6,50.55,2504.45,0
"routine-ia2030","ERI",2034,127.32,49.63,2435.15,0
"routine-ia2030","ERI",2035,124.68,48.63,2392.32,0
"routine-ia2030","ERI",2036,122.52,47.77,2327.49,0
"routine-ia2030","ERI",2037,120.48,47,2274.7,0
"routine-ia2030","ERI",2038,118.08,46.04,2207.31,0
"routine-ia2030","ERI",2039,116.4,45.37,2157.62,0
"routine-ia2030","ERI",2040,114.72,44.74,2126.94,0
"routine-ia2030","ERI",2041,113.28,44.17,2088.67,0
"routine-ia2030","ERI",2042,111.6,43.52,2038.08,0
"routine-ia2030","ERI",2043,110.4,43.07,1997.2,0
"routine-ia2030","ERI",2044,108.36,42.25,1943.6,0
"routine-ia2030","ERI",2045,107.52,41.93,1934.88,0
"routine-ia2030","ERI",2046,106.68,41.6,1904.84,0
"routine-ia2030","ERI",2047,105.36,41.13,1870.26,0
"routine-ia2030","ERI",2048,104.64,40.87,1844.97,0
"routine-ia2030","ERI",2049,102.72,40.11,1785.59,0
"routine-ia2030","ERI",2050,102,39.8,1782.07,0
"routine-ia2030","ERI",2051,101.04,39.39,1751.69,0
"routine-ia2030","ERI",2052,100.2,39.06,1723.97,0
"routine-ia2030","ERI",2053,99.96,38.97,1710.07,0
"routine-ia2030","ERI",2054,99.24,38.67,1685,0
"routine-ia2030","ERI",2055,98.52,38.38,1683.32,0
"routine-ia2030","ERI",2056,97.92,38.14,1661.83,0
"routine-ia2030","ERI",2057,97.8,38.1,1650.84,0
"routine-ia2030","ERI",2058,97.08,37.8,1623.82,0
"routine-ia2030","ERI",2059,95.76,37.3,1578.66,0
"routine-ia2030","ERI",2060,93.48,36.44,1551.2,0
"routine-ia2030","ERI",2061,93.36,36.38,1536.6,0
"routine-ia2030","ERI",2062,93.36,36.37,1525.69,0
"routine-ia2030","ERI",2063,93.12,36.26,1511.05,0
"routine-ia2030","ERI",2064,92.76,36.1,1495.61,0
"routine-ia2030","ERI",2065,91.32,35.49,1489.65,0
"routine-ia2030","ERI",2066,91.08,35.38,1477.73,0
"routine-ia2030","ERI",2067,90.96,35.33,1467.09,0
"routine-ia2030","ERI",2068,91.08,35.38,1459.91,0
"routine-ia2030","ERI",2069,91.2,35.41,1453.18,0
"routine-ia2030","ERI",2070,90.36,35.09,1452.27,0
"routine-ia2030","ERI",2071,88.68,34.43,1420.67,0
"routine-ia2030","ERI",2072,88.32,34.3,1404.63,0
"routine-ia2030","ERI",2073,87.6,34.04,1382.11,0
"routine-ia2030","ERI",2074,86.88,33.81,1357.03,0
"routine-ia2030","ERI",2075,86.04,33.52,1351.86,0
"routine-ia2030","ERI",2076,84.6,33,1315.09,0
"routine-ia2030","ERI",2077,83.88,32.7,1301.63,0
"routine-ia2030","ERI",2078,83.16,32.42,1287.06,0
"routine-ia2030","ERI",2079,82.92,32.35,1280.26,0
"routine-ia2030","ERI",2080,83.04,32.39,1294.28,0
"routine-ia2030","ERI",2081,82.32,32.13,1283.01,0
"routine-ia2030","ERI",2082,81.84,31.98,1274.79,0
"routine-ia2030","ERI",2083,81.84,31.99,1269.12,0
"routine-ia2030","ERI",2084,81,31.69,1258.53,0
"routine-ia2030","ERI",2085,80.76,31.6,1271.29,0
"routine-ia2030","ERI",2086,80.04,31.32,1257.02,0
"routine-ia2030","ERI",2087,78.84,30.83,1233.4,0
"routine-ia2030","ERI",2088,77.52,30.28,1208.46,0
"routine-ia2030","ERI",2089,76.68,29.94,1189.76,0
"routine-ia2030","ERI",2090,75.72,29.55,1189.06,0
"routine-ia2030","ERI",2091,74.52,29.05,1169.54,0
"routine-ia2030","ERI",2092,73.44,28.61,1149.86,0
"routine-ia2030","ERI",2093,71.76,27.91,1108.95,0
"routine-ia2030","ERI",2094,70.68,27.49,1094.9,0
"routine-ia2030","ERI",2095,70.32,27.35,1107.44,0
"routine-ia2030","ERI",2096,69.36,26.96,1099.37,0
"routine-ia2030","ERI",2097,68.76,26.72,1093.34,0
"routine-ia2030","ERI",2098,68.88,26.77,1091.67,0
"routine-ia2030","ERI",2099,68.4,26.6,1086.72,0
"routine-ia2030","ERI",2100,67.92,26.43,1083.28,0
"routine-ia2030","ETH",2000,4405.08,1717.97,74594.19,0
"routine-ia2030","ETH",2001,4535.76,1768.95,76791.81,0
"routine-ia2030","ETH",2002,4668.84,1820.85,79034.5,0
"routine-ia2030","ETH",2003,4805.52,1874.13,81315.43,0
"routine-ia2030","ETH",2004,4943.28,1927.91,83614.63,0
"routine-ia2030","ETH",2005,5084.76,1983.06,89102.51,0
"routine-ia2030","ETH",2006,5229.36,2039.49,91556.1,0
"routine-ia2030","ETH",2007,5377.08,2097.07,94051.65,0
"routine-ia2030","ETH",2008,5529,2156.32,96586.46,0
"routine-ia2030","ETH",2009,5684.28,2216.88,99145.12,0
"routine-ia2030","ETH",2010,5843.16,2278.86,109831.38,0
"routine-ia2030","ETH",2011,6008.04,2343.16,112683.19,0
"routine-ia2030","ETH",2012,6175.2,2408.36,115531.36,0
"routine-ia2030","ETH",2013,6288.24,2452.36,117351.92,0
"routine-ia2030","ETH",2014,6328.56,2468.17,117803.89,0
"routine-ia2030","ETH",2015,6483.12,2528.43,126175.98,0
"routine-ia2030","ETH",2016,6662.76,2598.46,129336.03,0
"routine-ia2030","ETH",2017,6848.76,2671.03,132607.95,0
"routine-ia2030","ETH",2018,7035.84,2744.01,135908.1,0
"routine-ia2030","ETH",2019,7228.8,2819.2,139314.18,0
"routine-ia2030","ETH",2020,7425.48,2895.92,144363.2,0
"routine-ia2030","ETH",2021,7623,2972.92,147893.66,0
"routine-ia2030","ETH",2022,7821.96,3050.54,151427.21,0
"routine-ia2030","ETH",2023,8023.08,3129.01,154963.62,0
"routine-ia2030","ETH",2024,8153.88,3180.03,156985.02,0
"routine-ia2030","ETH",2025,8036.04,3134.04,158993.55,0
"routine-ia2030","ETH",2026,7682.52,2996.18,151041.92,0
"routine-ia2030","ETH",2027,7233.96,2821.22,141204.46,0
"routine-ia2030","ETH",2028,6796.8,2650.76,131661.99,0
"routine-ia2030","ETH",2029,6395.52,2494.25,122894.38,0
"routine-ia2030","ETH",2030,6033.96,2353.21,116424.79,0
"routine-ia2030","ETH",2031,5715.36,2229,109329.4,0
"routine-ia2030","ETH",2032,5441.52,2122.21,103184.34,0
"routine-ia2030","ETH",2033,5202.6,2029.02,97794.14,0
"routine-ia2030","ETH",2034,4993.92,1947.64,93042.48,0
"routine-ia2030","ETH",2035,4807.92,1875.11,89803.29,0
"routine-ia2030","ETH",2036,4641.48,1810.22,85920.9,0
"routine-ia2030","ETH",2037,4491.36,1751.62,82395.86,0
"routine-ia2030","ETH",2038,4354.56,1698.32,79182.73,0
"routine-ia2030","ETH",2039,4229.4,1649.46,76227.31,0
"routine-ia2030","ETH",2040,4115.28,1604.94,74307.43,0
"routine-ia2030","ETH",2041,4011.72,1564.61,71796.87,0
"routine-ia2030","ETH",2042,3917.88,1528.02,69509.68,0
"routine-ia2030","ETH",2043,3832.2,1494.57,67406.49,0
"routine-ia2030","ETH",2044,3752.64,1463.54,65460.57,0
"routine-ia2030","ETH",2045,3680.64,1435.43,64355.45,0
"routine-ia2030","ETH",2046,3613.68,1409.32,62657.57,0
"routine-ia2030","ETH",2047,3551.88,1385.27,61086.91,0
"routine-ia2030","ETH",2048,3494.16,1362.7,59619.46,0
"routine-ia2030","ETH",2049,3440.4,1341.74,58236.98,0
"routine-ia2030","ETH",2050,3390.6,1322.31,57633.1,0
"routine-ia2030","ETH",2051,3343.68,1304.03,56405.2,0
"routine-ia2030","ETH",2052,3298.8,1286.52,55230.77,0
"routine-ia2030","ETH",2053,3257.16,1270.26,54128.32,0
"routine-ia2030","ETH",2054,3218.04,1255.01,53077.7,0
"routine-ia2030","ETH",2055,3179.52,1239.99,52754.21,0
"routine-ia2030","ETH",2056,3143.52,1226,51783.69,0
"routine-ia2030","ETH",2057,3109.68,1212.81,50861.57,0
"routine-ia2030","ETH",2058,3075.84,1199.6,49958.23,0
"routine-ia2030","ETH",2059,3045,1187.57,49123.64,0
"routine-ia2030","ETH",2060,3013.44,1175.2,48968.23,0
"routine-ia2030","ETH",2061,2984.76,1164.05,48180.04,0
"routine-ia2030","ETH",2062,2954.88,1152.4,47393.63,0
"routine-ia2030","ETH",2063,2927.52,1141.75,46654.38,0
"routine-ia2030","ETH",2064,2899.68,1130.93,45918.78,0
"routine-ia2030","ETH",2065,2872.32,1120.21,45852.23,0
"routine-ia2030","ETH",2066,2845.56,1109.76,45163.65,0
"routine-ia2030","ETH",2067,2819.64,1099.62,44493.96,0
"routine-ia2030","ETH",2068,2794.56,1089.85,43853.23,0
"routine-ia2030","ETH",2069,2768.88,1079.87,43217.88,0
"routine-ia2030","ETH",2070,2744.04,1070.22,43213.3,0
"routine-ia2030","ETH",2071,2718.72,1060.29,42600.29,0
"routine-ia2030","ETH",2072,2694.12,1050.7,42015.3,0
"routine-ia2030","ETH",2073,2668.8,1040.88,41429.87,0
"routine-ia2030","ETH",2074,2644.68,1031.47,40882.52,0
"routine-ia2030","ETH",2075,2619.84,1021.75,40901.77,0
"routine-ia2030","ETH",2076,2595.72,1012.29,40359.48,0
"routine-ia2030","ETH",2077,2571.72,1002.93,39836.28,0
"routine-ia2030","ETH",2078,2547.36,993.44,39325.81,0
"routine-ia2030","ETH",2079,2523.36,984.05,38822.28,0
"routine-ia2030","ETH",2080,2499,974.61,38888.42,0
"routine-ia2030","ETH",2081,2475,965.24,38400.56,0
"routine-ia2030","ETH",2082,2451.12,955.93,37929.28,0
"routine-ia2030","ETH",2083,2427.12,946.62,37458.52,0
"routine-ia2030","ETH",2084,2402.76,937.17,37003.22,0
"routine-ia2030","ETH",2085,2379.96,928.21,37121.54,0
"routine-ia2030","ETH",2086,2355.72,918.78,36667.54,0
"routine-ia2030","ETH",2087,2331.96,909.45,36231.65,0
"routine-ia2030","ETH",2088,2308.2,900.13,35813.06,0
"routine-ia2030","ETH",2089,2286.12,891.51,35415.78,0
"routine-ia2030","ETH",2090,2262.48,882.33,35528.22,0
"routine-ia2030","ETH",2091,2238.84,873.19,35121.51,0
"routine-ia2030","ETH",2092,2216.76,864.52,34745.98,0
"routine-ia2030","ETH",2093,2194.68,855.94,34372.96,0
"routine-ia2030","ETH",2094,2172,847.05,34005.73,0
"routine-ia2030","ETH",2095,2150.16,838.59,34135.52,0
"routine-ia2030","ETH",2096,2128.68,830.21,33782.09,0
"routine-ia2030","ETH",2097,2107.08,821.78,33438.55,0
"routine-ia2030","ETH",2098,2086.68,813.82,33106.53,0
"routine-ia2030","ETH",2099,2065.2,805.48,32771.15,0
"routine-ia2030","ETH",2100,2040.12,795.64,32455.25,0
"routine-ia2030","GHA",2000,5857.2,2284.27,110982.46,0
"routine-ia2030","GHA",2001,4890.6,1907.32,92061.87,0
"routine-ia2030","GHA",2002,4134.36,1612.39,77279.07,0
"routine-ia2030","GHA",2003,3656.16,1425.88,67867.29,0
"routine-ia2030","GHA",2004,3344.04,1304.15,61668.62,0
"routine-ia2030","GHA",2005,3079.8,1201.1,56983.75,0
"routine-ia2030","GHA",2006,2828.28,1103.06,51981.98,0
"routine-ia2030","GHA",2007,2618.76,1021.32,47792.09,0
"routine-ia2030","GHA",2008,2462.52,960.38,44622.11,0
"routine-ia2030","GHA",2009,2346.48,915.11,42224.5,0
"routine-ia2030","GHA",2010,2234.52,871.45,40315.08,0
"routine-ia2030","GHA",2011,2139,834.22,38333.64,0
"routine-ia2030","GHA",2012,2064,804.96,36761.81,0
"routine-ia2030","GHA",2013,2004.6,781.8,35495.63,0
"routine-ia2030","GHA",2014,1951.2,760.96,34331.43,0
"routine-ia2030","GHA",2015,1899.84,741,33872.47,0
"routine-ia2030","GHA",2016,1859.88,725.35,32961.37,0
"routine-ia2030","GHA",2017,1826.88,712.46,32184.79,0
"routine-ia2030","GHA",2018,1796.52,700.63,31465.76,0
"routine-ia2030","GHA",2019,1764.6,688.21,30715.4,0
"routine-ia2030","GHA",2020,1736.52,677.24,30056.92,0
"routine-ia2030","GHA",2021,1711.92,667.66,29459.7,0
"routine-ia2030","GHA",2022,1684.56,656.97,28809.4,0
"routine-ia2030","GHA",2023,1657.2,646.3,28160.06,0
"routine-ia2030","GHA",2024,1632.6,636.72,27555.27,0
"routine-ia2030","GHA",2025,1609.56,627.64,27793.41,0
"routine-ia2030","GHA",2026,1588.08,619.33,27240.45,0
"routine-ia2030","GHA",2027,1568.16,611.62,26731.34,0
"routine-ia2030","GHA",2028,1548.72,603.98,26233.34,0
"routine-ia2030","GHA",2029,1531.32,597.22,25772.77,0
"routine-ia2030","GHA",2030,1514.76,590.78,25574.79,0
"routine-ia2030","GHA",2031,1499.64,584.87,25161.15,0
"routine-ia2030","GHA",2032,1485.84,579.51,24784.84,0
"routine-ia2030","GHA",2033,1473,574.47,24425.34,0
"routine-ia2030","GHA",2034,1460.04,569.44,24082.47,0
"routine-ia2030","GHA",2035,1449.12,565.14,23983.08,0
"routine-ia2030","GHA",2036,1438.32,560.93,23687.28,0
"routine-ia2030","GHA",2037,1428.36,557.05,23405.53,0
"routine-ia2030","GHA",2038,1418.88,553.38,23147.26,0
"routine-ia2030","GHA",2039,1409.04,549.58,22888.02,0
"routine-ia2030","GHA",2040,1400.52,546.2,22833.51,0
"routine-ia2030","GHA",2041,1392,542.86,22602.42,0
"routine-ia2030","GHA",2042,1384.2,539.87,22382.84,0
"routine-ia2030","GHA",2043,1376.64,536.89,22182.59,0
"routine-ia2030","GHA",2044,1369.08,533.91,21972.63,0
"routine-ia2030","GHA",2045,1361.52,530.95,21963.45,0
"routine-ia2030","GHA",2046,1354.2,528.1,21776.26,0
"routine-ia2030","GHA",2047,1347.6,525.59,21591.7,0
"routine-ia2030","GHA",2048,1340.16,522.64,21411.59,0
"routine-ia2030","GHA",2049,1332.96,519.87,21234.83,0
"routine-ia2030","GHA",2050,1326.12,517.24,21243.77,0
"routine-ia2030","GHA",2051,1318.92,514.46,21074.69,0
"routine-ia2030","GHA",2052,1311.72,511.56,20907.96,0
"routine-ia2030","GHA",2053,1305.96,509.29,20768.04,0
"routine-ia2030","GHA",2054,1298.4,506.35,20605.4,0
"routine-ia2030","GHA",2055,1291.56,503.73,20626.59,0
"routine-ia2030","GHA",2056,1284.96,501.09,20484.5,0
"routine-ia2030","GHA",2057,1278,498.38,20338.25,0
"routine-ia2030","GHA",2058,1271.16,495.75,20210.75,0
"routine-ia2030","GHA",2059,1263.48,492.75,20063.34,0
"routine-ia2030","GHA",2060,1257.24,490.27,20115.08,0
"routine-ia2030","GHA",2061,1249.92,487.46,19976.47,0
"routine-ia2030","GHA",2062,1243.68,485.04,19868.09,0
"routine-ia2030","GHA",2063,1237.2,482.56,19745.98,0
"routine-ia2030","GHA",2064,1230.72,479.99,19633.18,0
"routine-ia2030","GHA",2065,1224.72,477.65,19700.19,0
"routine-ia2030","GHA",2066,1217.52,474.8,19582.65,0
"routine-ia2030","GHA",2067,1212.12,472.72,19492.24,0
"routine-ia2030","GHA",2068,1206.72,470.66,19393.47,0
"routine-ia2030","GHA",2069,1200.48,468.2,19299.49,0
"routine-ia2030","GHA",2070,1195.44,466.27,19384.46,0
"routine-ia2030","GHA",2071,1190.16,464.19,19298.28,0
"routine-ia2030","GHA",2072,1185.96,462.54,19221.74,0
"routine-ia2030","GHA",2073,1181.04,460.63,19142.74,0
"routine-ia2030","GHA",2074,1176.84,458.99,19066.49,0
"routine-ia2030","GHA",2075,1172.88,457.4,19188.59,0
"routine-ia2030","GHA",2076,1168.8,455.8,19117.75,0
"routine-ia2030","GHA",2077,1165.8,454.65,19060.85,0
"routine-ia2030","GHA",2078,1162.44,453.37,18996.1,0
"routine-ia2030","GHA",2079,1159.2,452.05,18932.67,0
"routine-ia2030","GHA",2080,1156.8,451.11,19084.98,0
"routine-ia2030","GHA",2081,1154.52,450.2,19030.46,0
"routine-ia2030","GHA",2082,1151.64,449.11,18964.27,0
"routine-ia2030","GHA",2083,1150.2,448.56,18923.47,0
"routine-ia2030","GHA",2084,1147.44,447.48,18861.4,0
"routine-ia2030","GHA",2085,1146.96,447.29,19042.05,0
"routine-ia2030","GHA",2086,1143.84,446.04,18970.04,0
"routine-ia2030","GHA",2087,1143.72,445.98,18939.84,0
"routine-ia2030","GHA",2088,1142.76,445.62,18896.08,0
"routine-ia2030","GHA",2089,1141.56,445.2,18847.55,0
"routine-ia2030","GHA",2090,1140.24,444.72,19023.17,0
"routine-ia2030","GHA",2091,1139.52,444.39,18979.16,0
"routine-ia2030","GHA",2092,1139.28,444.33,18946.02,0
"routine-ia2030","GHA",2093,1138.56,444.06,18906.84,0
"routine-ia2030","GHA",2094,1137.84,443.75,18862.41,0
"routine-ia2030","GHA",2095,1138.08,443.85,19056.2,0
"routine-ia2030","GHA",2096,1137.36,443.61,19013.63,0
"routine-ia2030","GHA",2097,1137.84,443.76,18988.75,0
"routine-ia2030","GHA",2098,1137.48,443.64,18942.71,0
"routine-ia2030","GHA",2099,1137.6,443.7,18919.36,0
"routine-ia2030","GHA",2100,1136.28,443.17,18890.03,0
"routine-ia2030","GIN",2000,5813.16,2267.13,106539.84,0
"routine-ia2030","GIN",2001,2626.68,1024.38,48274.44,0
"routine-ia2030","GIN",2002,1176.72,458.88,21691.8,0
"routine-ia2030","GIN",2003,742.32,289.5,13730.87,0
"routine-ia2030","GIN",2004,677.64,264.28,12544.77,0
"routine-ia2030","GIN",2005,620.4,241.95,11627.17,0
"routine-ia2030","GIN",2006,581.52,226.82,10910.53,0
"routine-ia2030","GIN",2007,610.2,237.99,11452.47,0
"routine-ia2030","GIN",2008,634.32,247.39,11892.91,0
"routine-ia2030","GIN",2009,650.4,253.64,12181.69,0
"routine-ia2030","GIN",2010,669.12,260.97,12795.57,0
"routine-ia2030","GIN",2011,688.92,268.7,13147.8,0
"routine-ia2030","GIN",2012,707.88,276.07,13480.44,0
"routine-ia2030","GIN",2013,732.96,285.83,13929.64,0
"routine-ia2030","GIN",2014,763.08,297.59,14478.38,0
"routine-ia2030","GIN",2015,798.48,311.35,15363.16,0
"routine-ia2030","GIN",2016,837.72,326.72,16092.44,0
"routine-ia2030","GIN",2017,879.24,342.92,16862.26,0
"routine-ia2030","GIN",2018,922.92,359.92,17667.12,0
"routine-ia2030","GIN",2019,966.84,377.04,18480.05,0
"routine-ia2030","GIN",2020,1011.72,394.57,19386.77,0
"routine-ia2030","GIN",2021,1057.44,412.41,20220.36,0
"routine-ia2030","GIN",2022,1104.36,430.71,21076.52,0
"routine-ia2030","GIN",2023,1147.56,447.56,21845.53,0
"routine-ia2030","GIN",2024,1181.28,460.67,22409.67,0
"routine-ia2030","GIN",2025,1205.76,470.22,23397.41,0
"routine-ia2030","GIN",2026,1223.04,476.98,23625.87,0
"routine-ia2030","GIN",2027,1233.24,480.94,23709.61,0
"routine-ia2030","GIN",2028,1238.04,482.82,23677.35,0
"routine-ia2030","GIN",2029,1238.52,483.03,23553.44,0
"routine-ia2030","GIN",2030,1236.36,482.19,23578.21,0
"routine-ia2030","GIN",2031,1231.56,480.27,23343.86,0
"routine-ia2030","GIN",2032,1227.24,478.6,23114.03,0
"routine-ia2030","GIN",2033,1222.2,476.66,22881.55,0
"routine-ia2030","GIN",2034,1217.16,474.71,22636.42,0
"routine-ia2030","GIN",2035,1212.24,472.78,22585.35,0
"routine-ia2030","GIN",2036,1206.72,470.61,22332.11,0
"routine-ia2030","GIN",2037,1201.68,468.61,22083.63,0
"routine-ia2030","GIN",2038,1195.92,466.39,21837.26,0
"routine-ia2030","GIN",2039,1190.4,464.23,21583.7,0
"routine-ia2030","GIN",2040,1183.92,461.71,21493.42,0
"routine-ia2030","GIN",2041,1177.8,459.37,21232.06,0
"routine-ia2030","GIN",2042,1171.56,456.92,20974.12,0
"routine-ia2030","GIN",2043,1164.72,454.2,20704.34,0
"routine-ia2030","GIN",2044,1157.76,451.53,20434.27,0
"routine-ia2030","GIN",2045,1150.44,448.65,20310.37,0
"routine-ia2030","GIN",2046,1143.72,446.04,20050.83,0
"routine-ia2030","GIN",2047,1136.04,443.03,19779.3,0
"routine-ia2030","GIN",2048,1131.48,441.25,19559.24,0
"routine-ia2030","GIN",2049,1125.24,438.8,19321.63,0
"routine-ia2030","GIN",2050,1120.56,437,19241.3,0
"routine-ia2030","GIN",2051,1116,435.24,19031.8,0
"routine-ia2030","GIN",2052,1110.72,433.16,18819.17,0
"routine-ia2030","GIN",2053,1106.4,431.51,18623.85,0
"routine-ia2030","GIN",2054,1102.92,430.15,18439.72,0
"routine-ia2030","GIN",2055,1098.72,428.49,18374.42,0
"routine-ia2030","GIN",2056,1094.64,426.89,18192.67,0
"routine-ia2030","GIN",2057,1091.16,425.53,18019.15,0
"routine-ia2030","GIN",2058,1087.08,423.94,17843.62,0
"routine-ia2030","GIN",2059,1083.84,422.65,17683.16,0
"routine-ia2030","GIN",2060,1079.88,421.17,17627.13,0
"routine-ia2030","GIN",2061,1076.64,419.83,17469.77,0
"routine-ia2030","GIN",2062,1072.92,418.43,17312.24,0
"routine-ia2030","GIN",2063,1068.96,416.87,17156.07,0
"routine-ia2030","GIN",2064,1064.64,415.21,16995.09,0
"routine-ia2030","GIN",2065,1061.04,413.83,16963.27,0
